740,392
748,393
755,386
755,384
761,378
763,374
769,370
774,366
778,362
783,358
786,354
791,350
797,345
801,341
808,337
811,333
815,329
819,325
825,322
829,318
833,314
838,310
842,306
847,304
852,300
857,296
861,293
865,289
870,286
875,283
879,279
884,276
888,272
892,269
897,266
901,263
906,260
910,257
915,254
919,251
924,248
928,245
933,243
938,239
942,236
947,234
951,231
956,228
960,226
964,223
969,221
976,216
981,213
986,211
991,208
995,206
1000,203
1005,200
1009,198
1014,195
1018,193
1022,191
1027,189
1031,187
1036,185
1041,182
1045,180
1050,178
1054,176
1058,174
1063,172
1067,170
1071,168
1076,167
1080,165
1085,164
1089,162
1094,160
1098,159
1102,157
1106,156
1111,154
1115,153
1120,152
1124,150
1129,149
1133,147
1137,146
1142,145
1146,143
1151,143
1155,141
1160,140
1164,140
1169,138
1173,136
1177,135
1181,135
1186,133
1190,132
1195,132
1199,131
1203,130
1207,130
1212,130
1216,129
1220,129
1225,129
1229,128
1233,127
1237,125
1241,123
1246,124
1250,124
1255,124
1260,124
1264,124
1268,124
1273,123
1277,123
1281,123
1285,122
1290,122
1294,122
1298,122
1302,122
1307,122
1311,122
1315,123
1319,123
1324,123
1328,123
1332,125
1337,125
1341,125
1346,126
1350,126
1354,128
1359,128
1363,128
1367,129
1371,129
1375,129
1379,130
1383,131
1387,131
1392,132
1396,133
1401,134
1405,135
1408,135
1413,136
1417,132
1423,137
1427,138
1429,138
1434,141
1438,143
1442,145
1447,147
1451,147
1455,149
1459,149
1463,149
1467,151
1471,153
1476,155
1480,157
1485,158
1489,160
1492,162
1497,164
1501,166
1505,166
1510,169
1513,170
1518,172
1522,174
1527,178
1531,179
1537,184
