1237,348
1240,344
1242,341
1244,337
1247,334
1250,330
1252,326
1255,322
1259,319
1261,315
1264,311
1268,308
1270,305
1273,301
1276,297
1279,294
1283,292
1285,289
1288,286
1291,282
1294,279
1296,277
1299,272
1303,270
1305,267
1308,264
1312,262
1314,258
1317,256
1320,253
1323,250
1325,247
1328,244
1331,242
1334,239
1337,237
1340,234
1343,232
1346,229
1349,227
1352,224
1355,222
1358,219
1361,217
1363,215
1366,213
1369,211
1372,208
1375,206
1378,205
1381,203
1383,201
1386,199
1389,197
1392,195
1395,194
1398,193
1401,191
1404,189
1406,187
1409,186
1412,184
1415,182
1418,181
1420,179
1423,177
1426,176
1429,174
1432,174
1434,172
1437,170
1440,170
1443,169
1446,167
1449,167
1451,165
1454,165
1457,163
1459,163
1462,162
1465,161
1468,160
1470,159
1473,158
1476,158
1478,157
1481,156
1484,156
1487,155
1489,154
1493,154
1495,154
1498,154
1501,153
1503,153
1506,153
1508,151
1511,151
1514,151
1518,152
1520,151
1523,151
1526,151
1528,152
1531,151
1534,151
1537,151
1540,151
1542,151
1545,151
1548,152
1550,151
1552,151
1555,152
1558,152
1561,154
1564,155
1566,154
1569,155
1573,157
1575,157
1577,158
1580,158
1583,159
1585,159
1588,160
