644,312
650,308
652,305
654,303
659,298
661,295
665,291
667,288
672,282
674,279
677,277
682,273
685,269
689,267
693,262
696,258
698,253
703,251
707,247
711,243
713,241
717,239
722,235
725,232
728,228
731,226
736,223
740,220
744,218
747,214
751,210
755,206
759,203
761,201
765,196
769,195
773,193
777,190
780,188
784,184
786,182
789,180
792,177
795,175
799,172
802,170
807,169
811,167
815,163
819,161
823,159
827,156
831,154
835,152
839,149
842,147
846,145
849,143
853,141
857,138
860,136
865,134
869,133
871,131
876,129
878,128
882,126
885,124
889,123
893,123
896,120
900,119
902,118
905,117
908,116
913,115
918,115
922,111
926,110
930,108
933,106
937,106
940,105
944,103
948,103
951,102
955,101
958,100
962,99
965,97
969,97
973,97
977,96
980,96
984,95
988,94
991,93
994,90
999,91
1002,91
1005,91
1009,91
1013,90
1016,90
1020,90
1023,90
1027,89
1031,89
1034,89
1038,89
1041,89
1045,89
1048,88
1052,88
1056,88
1060,88
1063,89
1067,89
1070,89
1073,89
1077,89
1081,91
1084,90
1088,90
1092,90
1095,91
1099,91
1102,91
1106,92
1109,93
1113,93
1116,94
1120,95
1124,96
1127,96
1131,98
1134,98
1138,99
1141,100
1145,101
1148,102
1152,103
1156,104
1159,105
1163,106
1167,108
1170,109
1174,110
1177,111
1181,113
1185,113
1188,114
1192,117
1195,117
1198,120
1202,122
1205,123
1209,125
1212,127
1216,128
1219,130
1223,132
1227,133
1230,135
1234,136
1237,138
1241,140
1243,142
1247,144
1251,146
1254,148
1258,150
1261,152
1265,155
1268,157
1272,159
1275,161
1278,164
1282,166
1286,169
1289,171
1293,174
1297,177
1301,179
1304,182
1307,184
1311,187
1314,189
1318,193
1321,195
1325,197
1327,199
1332,204
1335,206
1338,208
1342,212
1346,215
1349,218
1352,222
1357,225
1360,228
1364,232
1367,234
1371,238
1374,241
1377,244
1381,247
1385,250
1388,254
1392,257
1395,260
1399,264
1402,268
1406,271
1409,276
1412,279
1416,282
1419,286
1423,289
1426,293
1429,297
1433,301
1436,306
1440,309
1443,313
1446,317
1450,321
1454,324
1458,328
1461,333
1464,337
1468,341
1471,345
1475,349
1478,353
1482,357
1485,362
1488,367
1492,372
1495,377
1499,381
1502,386
1506,390
1509,395
1512,400
1516,404
1519,408
1523,414
1526,418
1530,424
1533,428
1536,433
1540,438
1543,442
1547,448
1550,453
1554,458
1557,463
1560,468
1566,472
1570,479
1573,483
1576,486
1579,494
1582,500
1586,504
1590,511
1593,514
1596,519
1600,525
1602,530
1605,536
1608,540
1611,546
1614,550
1618,557
1622,564
1626,569
1629,575
1632,580
1634,586
1638,590
1640,597
1645,604
1649,611
1653,617
1657,626
1659,632
1663,637
1666,644
1669,648
1672,655
1676,660
1679,668
1682,675
1686,683
1689,690
