1811,329
1260,356
1273,353
1262,348
1256,345
1262,340
1269,336
1272,333
1277,332
1269,335
1269,333
1274,327
1280,322
1281,319
1273,321
1275,317
1271,318
1271,317
1277,312
1273,312
1273,311
1273,309
1274,307
1274,304
1275,302
1276,300
1277,299
1277,297
1278,297
1279,295
1280,293
1281,291
1281,289
1283,289
1283,287
1284,285
1285,284
1286,282
1286,281
1287,279
1288,277
1288,276
1289,275
1290,274
1291,272
1292,271
1292,270
1293,269
1293,268
1294,267
1295,266
1296,265
1297,264
1297,263
1301,262
1300,261
1300,261
1300,260
1300,259
1302,258
1304,258
1304,257
1305,255
1305,255
1308,255
1310,255
1311,254
1312,254
1312,254
1313,253
1314,253
1317,252
1323,250
1316,251
1319,250
1324,249
1325,249
1326,249
1329,249
1330,250
1329,250
1329,250
1327,250
1331,250
1323,252
1329,251
1333,251
1336,252
1337,252
1334,252
1337,252
1338,253
1338,253
1339,253
1341,255
1341,255
1341,255
1342,256
1341,256
1342,258
1343,259
1343,259
1337,262
1337,263
1337,263
1335,266
1335,266
1336,267
1337,267
1338,269
1338,271
1339,271
1339,273
1340,274
1341,275
1342,277
1343,278
1343,279
1344,280
1344,282
1345,284
1346,285
1346,287
1347,288
1348,290
1348,291
1349,293
1350,295
1350,297
1351,298
1352,299
1353,301
1354,304
1355,306
1355,308
1356,310
1357,312
1357,314
1358,316
1358,318
1360,320
1360,322
1361,324
1362,326
1362,328
1363,330
1363,332
1364,334
1365,336
1365,338
1366,342
1366,344
1367,346
1368,350
1368,352
1369,355
1369,358
1370,361
1371,363
1371,365
1373,369
1374,373
1374,376
1376,378
1376,381
1377,383
1377,387
1378,390
1378,392
1379,395
1379,398
1381,401
1381,402
1382,407
1382,410
1383,412
1384,417
1384,420
1385,422
1386,427
1386,430
1387,434
1387,437
1389,440
1389,444
1390,448
1390,451
1391,454
1392,459
1392,463
1393,467
1393,471
1395,474
1395,478
1396,482
1397,485
1397,490
1398,494
1399,497
1399,501
1400,505
1400,510
1401,514
1401,518
1404,524
1404,528
1405,531
1405,535
1407,539
1407,540
1408,544
1409,547
1410,550
1409,558
1409,563
1410,568
1410,574
1411,579
1412,584
1413,588
1413,593
1414,597
1415,602
1415,607
1416,612
1417,616
1417,621
1418,626
1418,631
1419,637
1419,643
1421,648
1422,652
1422,657
1423,660
1424,665
1424,669
1425,676
1425,682
1426,688
1427,693
1427,699
1428,705
1428,710
1429,716
1430,721
1430,727
1431,731
1431,737
1432,743
1433,749
1434,753
1434,760
1435,766
1436,770
1437,775
1437,781
1438,788
1438,794
